2023-10-19 16:28;2.0%;1.0°C;착석
2023-10-19 16:39;2.0%;1.0°C;착석
2023-10-19 16:55;1.0%;1.0°C;부재
2023-10-19 17:01;1.0%;1.0°C;부재
2023-10-19 17:51;2.0%;1.0°C;부재
2023-10-19 18:05;2.0%;1.0°C;부재
2023-10-19 18:10;2.0%;1.0°C;부재
2023-10-19 18:11;2.0%;1.0°C;부재
2023-10-19 18:12;2.0%;1.0°C;부재
2023-10-19 18:13;2.0%;1.0°C;부재
2023-10-19 18:14;2.0%;1.0°C;부재
2023-10-19 18:21;2.0%;1.0°C;부재
2023-10-19 19:00;2.0%;1.0°C;부재
2023-10-19 19:01;2.0%;1.0°C;부재
2023-10-19 19:13;2.0%;1.0°C;부재
2023-10-19 19:14;2.0%;1.0°C;부재
2023-10-19 19:14;2.0%;1.0°C;부재
2023-10-19 19:15;2.0%;1.0°C;부재
2023-10-19 19:15;2.0%;1.0°C;부재
2023-10-19 19:16;2.0%;1.0°C;부재
2023-10-19 19:19;2.0%;1.0°C;부재
2023-10-19 19:20;2.0%;1.0°C;부재
2023-10-19 19:22;2.0%;1.0°C;부재
2023-10-19 19:23;2.0%;1.0°C;부재
2023-10-19 19:23;2.0%;1.0°C;부재
2023-10-19 19:23;2.0%;1.0°C;부재
2023-10-19 20:18;1.0%;1.0°C;부재
2023-10-19 20:55;2.0%;1.0°C;부재
2023-10-19 21:24;2.0%;1.0°C;부재
2023-10-19 21:24;2.0%;1.0°C;부재
2023-10-19 21:25;2.0%;1.0°C;부재
2023-10-19 21:27;2.0%;1.0°C;부재
2023-10-19 21:29;2.0%;1.0°C;부재
2023-10-19 21:30;2.0%;1.0°C;부재
2023-10-19 21:30;2.0%;1.0°C;부재
2023-10-19 21:32;2.0%;1.0°C;부재
2023-10-19 22:10;2.0%;1.0°C;부재
2023-10-19 22:11;2.0%;1.0°C;부재
2023-10-19 22:13;2.0%;1.0°C;부재
2023-10-19 22:13;2.0%;1.0°C;부재
2023-10-19 22:18;2.0%;1.0°C;부재
2023-10-19 22:18;2.0%;1.0°C;부재
2023-10-19 22:24;2.0%;1.0°C;부재
2023-10-19 22:30;2.0%;1.0°C;부재
2023-10-19 22:30;2.0%;1.0°C;부재
2023-10-19 22:30;2.0%;1.0°C;부재
2023-10-19 22:31;2.0%;1.0°C;부재
2023-10-20 00:23;1.0%;1.0°C;부재
2023-10-20 02:20;1.0%;1.0°C;부재
2023-10-20 05:44;1.0%;1.0°C;부재
2023-10-20 05:58;1.0%;1.0°C;부재
2023-10-20 11:04;1.0%;1.0°C;부재
2023-10-20 11:51;1.0%;1.0°C;부재
2023-10-20 12:04;1.0%;1.0°C;부재
2023-10-20 12:37;1.0%;1.0°C;부재
2023-10-20 12:40;1.0%;1.0°C;부재
2023-10-21 18:38;ERROR%;ERROR°C;부재
2023-10-21 18:51;1.0%;1.0°C;부재
2023-10-21 18:51;1.0%;1.0°C;부재
2023-10-21 18:54;1.0%;1.0°C;부재
2023-10-21 18:55;1.0%;1.0°C;부재
2023-10-21 18:56;1.0%;1.0°C;부재
2023-10-21 19:16;1.0%;1.0°C;부재
2023-10-21 19:17;1.0%;1.0°C;부재
2023-10-21 19:17;1.0%;1.0°C;부재
2023-10-21 19:18;1.0%;1.0°C;부재
2023-10-21 19:19;1.0%;1.0°C;부재
2023-10-21 19:20;1.0%;1.0°C;부재
2023-10-21 19:22;1.0%;1.0°C;부재
